id	Word1	Word2	Pronunciation	Meaning	Translation	Extra1	Extra2	False	confidence
2777	批（动）	批	pī	criticar; lote	criticize; batch		批	False	0
2778	培育	培育	péiyù	cultivo	Cultivation		培育	False	0
2779	品质	品質	pǐnzhì	calidad	quality		品质	False	0
2780	片面	片面	piànmiàn	unilateral	one-sided		片面	False	0
2781	平方	平方	píngfāng	cuadrado	square		平方	False	0
2782	平均	平均	píngjūn	promedio	Average		平均	False	0
2783	平静	平靜	píngjìng	calma	calm		平静	False	0
2784	迫切	迫切	pòqiè	urgente	urgent		迫切	False	0
2785	平稳	平穩	píng wěn	liso; estable	smooth; steady		平稳	False	0
2786	妻子	妻子	qīzi	esposa	Wife		妻子	False	0
2787	破产	破產	pòchǎn	bancarrota	bankruptcy		破产	False	0
2788	期末	期末	qī mò	fin de los términos	end of term		期末	False	0
2789	期待	期待	qīdài	esperar; esperar	expect; look forward to		期待	False	0
2790	期间	期間	qījiān	período	Period		期间	False	0
2791	期中	期中	qī zhōng	mediano plazo	midterm		期中	False	0
2792	期限	期限	qīxiàn	término	term		期限	False	0
2793	企业	企業	qǐyè	empresa	enterprise		企业	False	0
2794	气球	氣球	qì qiú	globo	balloon		气球	False	0
2795	其余	其餘	qíyú	descansar	Rest		其余	False	0
2796	汽水	汽水	qì shuǐ	soda; agua con gas; agua aireada; agua con gas	soda; soda water; aerated water; sparkling water		汽水	False	0
2797	器官	器官	qìguān	organo	organ		器官	False	0
2798	前途	前途	qiántú	futuro	future		前途	False	0
2799	汽油	汽油	qìyóu	gasolina	gasoline		汽油	False	0
2800	浅	淺	qiǎn	poco profundo	shallow		浅	False	0
2801	前头	前頭	qián tou	frente; allí antes	front; thereinbefore		前头	False	0
2802	巧克力	巧克力	qiǎokèlì	chocolates	Chocolates		巧克力	False	0
2803	亲密	親密	qīnmì	cerca	close		亲密	False	0
2804	亲爱	親愛	qīn’ài	estimado	Dear		亲爱	False	0
2805	切	切	qiē	cortar	cut		切	False	0
2806	青春	青春	qīngchūn	juventud	Youth		青春	False	0
2807	轻松	輕鬆	qīngsōng	relajado	Relaxed		轻松	False	0
2808	轻易	輕易	qīngyì	fácilmente	easily		轻易	False	0
2809	清醒	清醒	qīngxǐng	sobrio	Sober		清醒	False	0
2810	情景	情景	qíngjǐng	escena	scene		情景	False	0
2811	穷	窮	qióng	pobre	poor		穷	False	0
2812	穷人	窮人	qióng rén	gente pobre; los pobres	poor people; the poor		穷人	False	0
2813	趋势	趨勢	qūshì	tendencia	trend		趋势	False	0
2814	秋季	秋季	qiū jì	otoño; caer	autumn; fall		秋季	False	0
2815	圈	圈	quān	encerrar; círculo	lock up; circle		圈	False	0
2816	权利	權利	quánlì	bien	Right		权利	False	0
2817	却	卻	què	pero	but		却	False	0
2818	确认	確認	quèrèn	confirmar	confirm		确认	False	0
2819	燃料	燃料	rán liào	combustible	fuel		燃料	False	0
2820	然而	然而	rán’ér	sin embargo	however		然而	False	0
2821	燃烧	燃燒	ránshāo	incendio	burning		燃烧	False	0
2822	热心	熱心	rèxīn	entusiasta	enthusiastic		热心	False	0
2823	热闹	熱鬧	rènao	dinámico	lively		热闹	False	0
2824	人家	人家	rénjiā	familia	family		人家	False	0
2825	日历	日曆	rìlì	calendario	calendar		日历	False	0
2826	如今	如今	rújīn	hoy en día	nowadays		如今	False	0
2827	日记	日記	rìjì	diario	diary		日记	False	0
2828	弱	弱	ruò	débil	weak		弱	False	0
2829	散	散	sàn	disolver; dispersar; distribuir; diseminar; repartir; desmoronarse;	break up; disperse; distribute; disseminate; give out; fall apart; scattered		散	False	0
2830	扫	掃	sǎo	barrer; escoba	sweep; broom		扫	False	0
2831	色	色	sè	color; mirar; expresión; escena; calidad	colour; look; expression; scene; quality		色	False	0
2832	伞	繖	sǎn	paraguas	umbrella		伞	False	0
2833	色彩	色彩	sècǎi	color	color		色彩	False	0
2834	闪	閃	shǎn	esquivar; apartese del camino; esguince; destello; brillar; brillar; iluminación	dodge; get out of the way; sprain; flash; sparkle; shine; lightning		闪	False	0
2835	闪电	閃電	shǎndiàn	iluminación	lightning		闪电	False	0
2836	晒	曬	shài	el sol	The sun		晒	False	0
2837	伤害	傷害	shānghài	herir	hurt		伤害	False	0
2838	善于	善於	shànyú	ser bueno en	be good at		善于	False	0
2839	善良	善良	shànliáng	amable; virtuoso	kind; virtuous		善良	False	0
2840	商务	商務	shāngwù	negocio	business		商务	False	0
2841	上个月	上個月	shàng gè yuè	el mes pasado	last month		上个月	False	0
2842	赏	賞	shǎng	otorgar; agradecer; premio	award; appreciate; reward		赏	False	0
2843	上门	上門	shàng mén	entrar un momento; visita	drop in; visit		上门	False	0
2844	上楼	上樓	shàng lóu	sube las escaleras	go upstairs		上楼	False	0
2845	烧	燒	shāo	quemar; cocinar; hornear; asar; tener fiebre	burn; cook; bake; roast; run a fever		烧	False	0
2846	设置	設置	shèzhì	configuración	Set up		设置	False	0
2847	申请	申請	shēnqǐng	aplicar	Apply		申请	False	0
2848	身材	身材	shēncái	cifra	figure		身材	False	0
2849	设施	設施	shèshī	instalaciones	facilities		设施	False	0
2850	深厚	深厚	shēn hòu	profundo; profundo; sólido; arraigado	deep; profound; solid; deep-seated		深厚	False	0
2851	身份	身份	shēnfèn	identidad	identity		身份	False	0
2852	身高	身高	shēn gāo	altura	height		身高	False	0
2853	神秘	神秘	shénmì	misterioso	mysterious		神秘	False	0
2854	失败	失敗	shībài	fallar	fail		失败	False	0
2855	甚至	甚至	shènzhì	incluso en la medida en que	Even to the extent that		甚至	False	0
2856	神话	神話	shénhuà	mito	Myth		神话	False	0
2857	失业	失業	shīyè	desempleo	Unemployment		失业	False	0
2858	诗	詩	shī	poesía	poetry		诗	False	0
2859	诗人	詩人	shī rén	poeta	poet		诗人	False	0
2860	失望	失望	shīwàng	decepción	Disappointment		失望	False	0
2861	实用	實用	shíyòng	práctico	Practical		实用	False	0
2862	湿	濕	shī	húmedo; húmedo; húmedo	wet; damp; humid		湿	False	0
2863	食堂	食堂	shí táng	comedor; comedor; cantina	dining room; mess hall; canteen		食堂	False	0
2864	实施	實施	shíshī	implementación	Implementation		实施	False	0
2865	使劲	使勁	shǐ jìn	ejercer toda su fuerza; poner en energía	exert all one’s strength; put in energy		使劲	False	0
2866	士兵	士兵	shìbīng	soldados	soldiers		士兵	False	0
2867	市区	市區	shì qū	zona céntrica; distrito urbano	downtown area; urban district		市区	False	0
2868	似的	似的	shìde	como	Like		似的	False	0
2869	事物	事物	shìwù	cosa	Thing		事物	False	0
2870	事先	事先	shìxiān	previo	Prior		事先	False	0
2871	是否	是否	shìfǒu	si	Whether		是否	False	0
2872	试卷	試卷	shìjuàn	papel de prueba	test paper		试卷	False	0
2873	收回	收回	shōu huí	retirar; recuperar; llamar; contraorden	withdraw; regain; call in; countermand		收回	False	0
2874	收益	收益	shōuyì	ingreso; ganancia	income; profit		收益	False	0
2875	收获	收穫	shōuhuò	cosecha	Harvest		收获	False	0
2876	手里	手裡	shǒu lǐ	en manos de uno	in one’s hands		手里	False	0
2877	守	守	shǒu	guardia; defender; observar	guard; defend; observe		守	False	0
2878	手术	手術	shǒushù	operación	Operation		手术	False	0
2879	手工	手工	shǒugōng	manual	manual		手工	False	0
2880	受不了	受不了	shòubuliǎo	no puedo soportar sth	Cannot bear sth		受不了	False	0
2881	手套	手套	shǒutào	guante	glove		手套	False	0
2882	首（量）	首	shǒu	cabeza; líder; jefe; aspecto	head; leader; chief; aspect		首	False	0
2883	售货员	售貨員	shòuhuòyuán	vendedor	Salesperson		售货员	False	0
2884	舒适	舒適	shūshì	cómodo	Comfortable		舒适	False	0
2885	叔叔	叔叔	shūshu	tío	uncle		叔叔	False	0
2886	熟练	熟練	shúliàn	experto	skilled		熟练	False	0
2887	暑假	暑假	shǔ jià	vacaciones de verano	summer vacation		暑假	False	0
2888	树林	樹林	shù lín	madera; arboleda; bosque	wood; grove; forest		树林	False	0
2889	数据	數據	shùjù	datos	data		数据	False	0
2890	树叶	樹葉	shù yè	hoja; hoja de árbol	leaf; tree leaf		树叶	False	0
2891	数码	數碼	shùmǎ	digital	Digital		数码	False	0
2892	刷	刷	shuā	cepillar; fregar; pegar	brush; scrub; paste up		刷	False	0
2893	刷牙	刷牙	shuāyá	cepillarse los dientes	Brush one’s teeth		刷牙	False	0
2894	刷子	刷子	shuā zi	cepillar; fregar	brush; scrub		刷子	False	0
2895	帅	帥	shuài	elegante	Handsome		帅	False	0
2896	帅哥	帥哥	shuài gē	chico guapo	handsome boy		帅哥	False	0
2897	睡着	睡著	shuì zháo	dormir; quedarse dormido	sleep; fall asleep		睡着	False	0
2898	率先	率先	shuài xiān	dirigir; tomar la iniciativa	lead; take the lead		率先	False	0
2899	说不定	說不定	shuōbudìng	tal vez	maybe		说不定	False	0
2900	说服	說服	shuōfú	persuadir	Persuade		说服	False	0
2901	似乎	似乎	sìhū	parece que	It seems that		似乎	False	0
2902	顺序	順序	shùnxù	orden	order		顺序	False	0
2903	松树	松樹	sōng shù	pino; pino	pine tree; pine		松树	False	0
2904	思考	思考	sīkǎo	reflexión	Reflection		思考	False	0
2905	松	鬆	sōng	pino; perder; flojo; aflojar; relajarse; aflojar	pine; loose; slack; loosen; relax; slacken		松	False	0
2906	塑料袋	塑料袋	sùliàodài	bolsa de plastico	Plastic bag		塑料袋	False	0
2907	酸	酸	suān	ácido	acid		酸	False	0
2908	塑料	塑料	sù liào	el plastico	plastic		塑料	False	0
2909	酸奶	酸奶	suān nǎi	yogur	yogurt		酸奶	False	0
2910	随手	隨手	suíshǒu	fácilmente	Readily		随手	False	0
2911	孙子	孫子	sūnzi	nieto	Grandson		孙子	False	0
2912	孙女	孫女	sūn nǚ	nieta	granddaughter		孙女	False	0
2913	缩短	縮短	suōduǎn	acortar	Shorten		缩短	False	0
2914	台阶	臺階	táijiē	pasos	Steps		台阶	False	0
2915	缩小	縮小	suō xiǎo	reducir; minimizar; angosto; encoger; disminuir el zoom	reduce; lessen; narrow; shrink; zoom out		缩小	False	0
2916	台上	臺上	tái shàng	en el escenario	on the stage		台上	False	0
2917	套餐	套餐	tào cān	comida del set	set meal		套餐	False	0
2918	躺	躺	tǎng	mentir	lie		躺	False	0
2919	特殊	特殊	tèshū	especial	special		特殊	False	0
2920	特征	特徵	tèzhēng	características	Features		特征	False	0
2921	提醒	提醒	tíxǐng	recordar	remind		提醒	False	0
2922	特价	特價	tè jià	oferta especial; barato	special offer; bargain price		特价	False	0
2923	提供	提供	tígōng	proporcionar	provide		提供	False	0
2924	体重	體重	tǐ zhòng	peso corporal	body weight		体重	False	0
2925	体操	體操	tǐ cāo	gimnasia	gymnastics		体操	False	0
2926	体检	體檢	tǐ jiǎn	examen físico	physical examination		体检	False	0
2927	替代	替代	tì dài	reemplazar; sustituto	replace; substitute		替代	False	0
2928	替	替	tì	reemplazar; sustituto; toma el lugar de; para; a nombre de	replace; substitute; take the place of; for; on behalf of		替	False	0
2929	天真	天真	tiānzhēn	ingenuo	naive		天真	False	0
2930	填空	填空	tiánkòng	rellenar los espacios en blanco	Fill in the blanks		填空	False	0
2931	填	填	tián	llenar; cosa; llenar; escribir	fill; stuff; fill in; write		填	False	0
2932	挑	挑	tiāo	elegir; elegir; seleccionar	choose; pick; select		挑	False	0
2933	挑选	挑選	tiāo xuǎn	elegir; elegir; seleccionar; elegir	pick; choose; select; pick out		挑选	False	0
2934	调皮	調皮	tiáopí	travieso	naughty		调皮	False	0
2935	贴	貼	tiē	palo; pegar; pegamento; narse hasta; mantenerse cerca	stick; paste; glue; nestle up to; keep close to		贴	False	0
2936	挑战	挑戰	tiǎozhàn	dekaron	Dekaron		挑战	False	0
2937	停下	停下	tíng xià	detener	stop		停下	False	0
2938	挺（动）	挺	tǐng	pararse; resistir; perdurar; resaltar; muy; bastante; bonito;	stand; hold out; endure; stick out; very; quite; pretty; rather		挺	False	0
2939	通知书	通知書	tōng zhī shū	aviso	notice		通知书	False	0
2940	童话	童話	tónghuà	cuento de hadas	fairy tale		童话	False	0
2941	同情	同情	tóngqíng	compasión	Sympathy		同情	False	0
2942	统计	統計	tǒngjì	estadísticas	Statistics		统计	False	0
2943	童年	童年	tóng nián	infancia; infancia	childhood; babyhood		童年	False	0
2944	统一	統一	tǒngyī	unificado	Unified		统一	False	0
2945	投	投	tóu	tirar; arrojar; lanzar; gota; meter en; enviar; ir a	throw; fling; hurl; cast; drop; put in; send; go to		投	False	0
2946	痛快	痛快	tòngkuài	feliz, al contenido del corazón de one	Happy, to one`s heart`s content		痛快	False	0
2947	投诉	投訴	tóusù	queja	complaint		投诉	False	0
2948	投入	投入	tóurù	poner en	put into		投入	False	0
2949	透	透	tòu	penetrar; pasar por; decir en secreto; espectáculo; a través de	penetrate; pass through; tell secretly; show; through		透	False	0
2950	投资	投資	tóuzī	inversión	Investment		投资	False	0
2951	途中	途中	tú zhōng	en camino a; en camino	on the way to; en route		途中	False	0
2952	图案	圖案	tú’àn	patrón	pattern		图案	False	0
2953	推迟	推遲	tuīchí	demora	delay		推迟	False	0
2954	土地	土地	tǔdì	tierra	land		土地	False	0
2955	透明	透明	tòumíng	transparente	transparent		透明	False	0
2956	推销	推銷	tuīxiāo	promover ventas	promote sales		推销	False	0
2957	袜子	襪子	wàzi	medias	Socks		袜子	False	0
2958	脱	脫	tuō	despegar	take off		脱	False	0
2959	外汇	外匯	wài huì	divisas; moneda extranjera	foreign exchange; foreign currency		外汇	False	0
2960	外交官	外交官	wài jiāo guān	diplomático; diplomático	diplomat; diplomatist		外交官	False	0
2961	外套	外套	wài tào	abrigo	coat		外套	False	0
2962	晚点	晚點	wǎn diǎn	tarde; detrás del horario	late; behind schedule		晚点	False	0
2963	弯	彎	wān	curvo; doblar; doblar; torcido	curved; bend; turn; crooked		弯	False	0
2964	万一	萬一	wànyī	en caso	In case		万一	False	0
2965	王	王	wáng	rey; monarca; cabeza; jefe	king; monarch; head; chief		王	False	0
2966	网络	網絡	wǎngluò	red	network		网络	False	0
2967	微笑	微笑	wēixiào	sonrisa	Smile		微笑	False	0
2968	网址	網址	wǎng zhǐ	sitio de internet; sitio web; url	Internet site; website; URL		网址	False	0
2969	围巾	圍巾	wéijīn	bufanda	scarf		围巾	False	0
2970	微信	微信	wēi xìn	wechat (una aplicación social china)	WeChat (a Chinese social app)		微信	False	0
2971	维持	維持	wéichí	mantener	maintain		维持	False	0
2972	维护	維護	wéihù	proteger	protect		维护	False	0
2973	维修	維修	wéixiū	reparar	Repair		维修	False	0
2974	尾巴	尾巴	wěiba	cola	tail		尾巴	False	0
2975	未必	未必	wèibì	no necesariamente	not necessarily		未必	False	0
2976	未来	未來	wèilái	futuro	Future		未来	False	0
2977	位于	位於	wèiyú	ser localizado	Be located		位于	False	0
2978	位置	位置	wèizhì	posición	position		位置	False	0
2979	喂（动）	餵	wèi	hola; ey; alimentar	hello; hey; feed		喂	False	0
2980	味儿	味兒	wèir	sabor; gusto	flavor; taste		味儿	False	0
2981	稳	穩	wěn	estable; estable; seguro; cierto	steady; stable; sure; certain		稳	False	0
2982	稳定	穩定	wěndìng	estable	Stable		稳定	False	0
2983	无	無	wú	nada	nothing		无	False	0
2984	无法	無法	wú fǎ	incapaz; incapaz	unable; incapable		无法	False	0
2985	无聊	無聊	wúliáo	aburrido	Boring		无聊	False	0
2986	无论	無論	wúlùn	no importa	no matter		无论	False	0
2987	问候	問候	wènhòu	saludar	To greet		问候	False	0
2988	无所谓	無所謂	wúsuǒwèi	no se puede designar como	cannot be designated as		无所谓	False	0
2989	无数	無數	wúshù	incontable	Countless		无数	False	0
2990	无限	無限	wú xiàn	infinito; sin límites; ilimitado	infinite; limitless; unlimited		无限	False	0
2991	五颜六色	五顏六色	wǔ yán liù sè	vistoso; multicolor	colourful; multicolored		五颜六色	False	0
2992	西瓜	西瓜	xīguā	sandía	watermelon		西瓜	False	0
2993	误会	誤會	wùhuì	malentendido	Misunderstanding		误会	False	0
2994	吸	吸	xī	inhalar; respirar; absorber; absorber	inhale; breathe; absorb; suck in		吸	False	0
2995	吸管	吸管	xī guǎn	paja	straw		吸管	False	0
2996	吸收	吸收	xīshōu	absorber	absorb		吸收	False	0
2997	吸烟	吸煙	xī yān	fumar	smoke		吸烟	False	0
2998	吸引	吸引	xīyǐn	atraer	Attract		吸引	False	0
2999	喜爱	喜愛	xǐ ài	como; amar; ser aficionado	like; love; be fond of		喜爱	False	0
3000	系统	系統	xìtǒng	sistema	system		系统	False	0
3001	系列	系列	xìliè	serie	series		系列	False	0
3002	细	細	xì	delgado; esbelto; delicado; cuidadoso; insignificante	thin; slender; delicate; careful; trifling		细	False	0
3003	细节	細節	xìjié	detalles	details		细节	False	0
3004	细致	細緻	xìzhì	cuidadoso	careful		细致	False	0
3005	下降	下降	xià jiàng	rechazar; gota; disminuir; caer; bajar	decline; drop; decrease; fall; go down		下降	False	0
3006	下个月	下個月	xià gè yuè	próximo mes	next month		下个月	False	0
3007	下楼	下樓	xià lóu	bajar la escalera; ven abajo	go downstairs; come downstairs		下楼	False	0
3008	夏季	夏季	xià jì	verano	summer		夏季	False	0
3009	下载	下載	xiàzài	descargar	download		下载	False	0
3010	鲜	鱻	xiān	fresco; brillante; delicioso; pequeño; extraño	fresh; bright; delicious; little; rare		鲜	False	0
3011	鲜花	鮮花	xiān huā	flor fresca	fresh flower		鲜花	False	0
3012	鲜明	鮮明	xiānmíng	distinto	distinct		鲜明	False	0
3013	咸	鹹	xián	salado	salty		咸	False	0
3014	显著	顯著	xiǎnzhù	notable	remarkable		显著	False	0
3015	县	縣	xiàn	condado	county		县	False	0
3016	限制	限制	xiànzhì	límite	limit		限制	False	0
3017	相处	相處	xiāngchǔ	llevarse bien con	Get along with		相处	False	0
3018	相反	相反	xiāngfǎn	contrario	Contrary		相反	False	0
3019	箱	箱	xiāng	pecho; caja; caso; trompa	chest; box; case; trunk		箱	False	0
3020	箱子	箱子	xiāng zi	pecho; papelera; caja; caso; trompa	chest; bin; box; case; trunk		箱子	False	0
3021	想念	想念	xiǎngniàn	extrañar	miss		想念	False	0
3022	想象	想象	xiǎngxiàng	imaginar	imagine		想象	False	0
3023	项目	項目	xiàngmù	proyecto	project		项目	False	0
3024	项	項	xiàng	término	term		项	False	0
3025	相片	相片	xiàng piàn	foto; fotografía	photo; photograph		相片	False	0
3026	销售	銷售	xiāoshòu	venta	Sale		销售	False	0
3027	消化	消化	xiāohuà	digestión	Digestion		消化	False	0
3028	小吃	小吃	xiǎochī	bocadillo	snack		小吃	False	0
3029	小伙子	小伙子	xiǎohuǒzi	jovencito	Young fellow		小伙子	False	0
3030	小型	小型	xiǎo xíng	talla pequeña; en pequeña escala	small-size; small-scale		小型	False	0
3031	效率	效率	xiàolǜ	eficiencia	efficiency		效率	False	0
3032	些	些	xiē	alguno	some		些	False	0
3033	心理	心理	xīnlǐ	psicología	Psychology		心理	False	0
3034	新郎	新郎	xīnláng	acicalar	Groom		新郎	False	0
3035	新娘	新娘	xīnniáng	novia	Bride		新娘	False	0
3036	新鲜	新鮮	xīnxiān	fresco	fresh		新鲜	False	0
3037	新型	新型	xīn xíng	nuevo tipo; nueva clase	new type; new kind		新型	False	0
3038	兴奋	興奮	xīngfèn	excitación	Excitement		兴奋	False	0
3039	形容	形容	xíngróng	describir	describe		形容	False	0
3040	形势	形勢	xíngshì	situación	situation		形势	False	0
3041	型	型	xíng	moho; modelo; tipo; patrón	mould; model; type; pattern		型	False	0
3042	型号	型號	xíng hào	modelo; tipo; patrón	model; type; pattern		型号	False	0
3043	醒	醒	xǐng	despertar	wake up		醒	False	0
3044	兴趣	興趣	xìng qù	interés	interest		兴趣	False	0
3045	性质	性質	xìngzhì	naturaleza	Nature		性质	False	0
3046	胸部	胸部	xiōng bù	pecho; tórax; mama	chest; thorax; breast		胸部	False	0
3047	兄弟	兄弟	xiōngdì	hermano	Brother		兄弟	False	0
3048	修理	修理	xiūlǐ	reparar	repair		修理	False	0
3049	选择	選擇	xuǎnzé	elección	Choice		选择	False	0
3050	学年	學年	xué nián	año escolar; año académico	school year; academic year		学年	False	0
3051	学分	學分	xué fēn	crédito; crédito académico	credit; academic credit		学分	False	0
3052	学时	學時	xué shí	hora de clase; período	class hour; period		学时	False	0
3053	学问	學問	xuéwen	conocimiento	knowledge		学问	False	0
3054	学术	學術	xuéshù	aprendiendo	learning		学术	False	0
3055	寻找	尋找	xúnzhǎo	buscar, buscar	Seek, look for		寻找	False	0
3056	牙	牙	yá	diente; marfil; cosa dental	tooth; ivory; tooth-like thing		牙	False	0
3057	迅速	迅速	xùnsù	rápido	rapid		迅速	False	0
3058	亚运会	亞運會	yà yùn huì	juegos asiáticos	Asian Games		亚运会	False	0
3059	牙刷	牙刷	yá shuā	cepillo de dientes	toothbrush		牙刷	False	0
3060	呀	呀	ya	ahorcado	ah		呀	False	0
3061	延长	延長	yáncháng	extender	extend		延长	False	0
3062	延期	延期	yánqī	demora	Delay		延期	False	0
3063	严格	嚴格	yángé	estricto	strict		严格	False	0
3064	严	嚴	yán	estricto; ajustado; severo; popa	strict; tight; severe; stern		严	False	0
3065	延续	延續	yánxù	continuar	continue		延续	False	0
3066	严重	嚴重	yánzhòng	grave	serious		严重	False	0
3067	研究	研究	yánjiū	investigación	research		研究	False	0
3068	研究生	研究生	yán jiū shēng	postgrado; estudiante graduado	postgraduate; graduate student		研究生	False	0
3069	研制	研製	yán zhì	preparar; fabricar; desarrollar	prepare; manufacture; develop		研制	False	0
3070	盐	鹽	yán	sal	salt		盐	False	0
3071	眼镜	眼鏡	yǎnjìng	anteojos	glasses		眼镜	False	0
3072	眼泪	眼淚	yǎn lèi	lágrima; gotas para los ojos	tear; eyedrop		眼泪	False	0
3073	演讲	演講	yǎnjiǎng	discurso	speech		演讲	False	0
3074	阳台	陽臺	yángtái	balcón	balcony		阳台	False	0
3075	腰	腰	yāo	cintura	waist		腰	False	0
3076	眼里	眼裏	yǎn lǐ	dentro de la visión de uno; en los ojos	within one’s vision; in one’s eyes		眼里	False	0
3077	养成	養成	yǎngchéng	cultivar	Cultivate		养成	False	0
3078	药物	藥物	yào wù	droga; medicamento	drug; medicine		药物	False	0
3079	摇	搖	yáo	agitar	shake		摇	False	0
3080	要（连）	要	yào	si; desear	if; want		要	False	0
3081	业余	業餘	yèyú	aficionado	amateur		业余	False	0
3082	医疗	醫療	yī liáo	tratamiento médico	medical treatment		医疗	False	0
3083	医学	醫學	yī xué	ciencia médica; medicamento	medical science; medicine		医学	False	0
3084	依靠	依靠	yīkào	depender de; depender de	rely on; depend on		依靠	False	0
3085	一律	一律	yílǜ	todo y singular	all and singular		一律	False	0
3086	一致	一致	yízhì	acuerdo	Agreement		一致	False	0
3087	叶子	葉子	yèzi	hoja	Leaf		叶子	False	0
3088	依然	依然	yīrán	aún	still		依然	False	0
3089	一再	一再	yízài	repetidamente	repeatedly		一再	False	0
3090	移动	移動	yídòng	mover	move		移动	False	0
3091	移	移	yí	mover; eliminar; cambio; cambiar; alterar	move; remove; shift; change; alter		移	False	0
3092	遗产	遺產	yíchǎn	herencia	heritage		遗产	False	0
3093	移民	移民	yímín	inmigrante	immigrant		移民	False	0
3094	遗传	遺傳	yíchuán	herencia	inheritance		遗传	False	0
3095	疑问	疑問	yíwèn	duda	Doubt		疑问	False	0
3096	以及	以及	yǐjí	así como	as well as		以及	False	0
3097	以内	以內	yǐ nèi	dentro	within		以内	False	0
3098	一般来说	一般來說	yì bān lái shuō	generalmente hablando	generally speaking		一般来说	False	0
3099	义务	義務	yìwù	obligación	obligation		义务	False	0
3100	议论	議論	yìlùn	discusión	Discussion		议论	False	0
3101	引	引	yǐn	dirigir; guía; dibujar; estirar; señuelo; atraer; causa	lead; guide; draw; stretch; lure; attract; cause		引	False	0
3102	引导	引導	yǐndǎo	guía	guide		引导	False	0
3103	引起	引起	yǐnqǐ	causa	cause		引起	False	0
3104	引进	引進	yǐn jìn	introducir desde otro lugar; traer; recomendar	introduce from elsewhere; bring in; recommend		引进	False	0
3105	应	應	yīng	debería; respuesta; responder; promesa; aceptar	should; ought to; answer; respond; promise;  agree;		应	False	0
3106	英勇	英勇	yīngyǒng	heroico	heroic		英勇	False	0
3107	营业	營業	yíngyè	hacer negocios	Do business		营业	False	0
3108	影子	影子	yǐngzi	sombra	shadow		影子	False	0
3109	勇敢	勇敢	yǒnggǎn	corajudo	Brave		勇敢	False	0
3110	赢得	贏得	yíng dé	ganar; ganar	gain; win		赢得	False	0
3111	用途	用途	yòngtú	objetivo	purpose		用途	False	0
3112	优良	優良	yōu liáng	bien; bien; excelente	fine; good; excellent		优良	False	0
3113	勇气	勇氣	yǒngqì	coraje	courage		勇气	False	0
3114	优美	優美	yōuměi	agraciado	Graceful		优美	False	0
3115	邮局	郵局	yóujú	oficina de correos	Post Office		邮局	False	0
3116	优秀	優秀	yōuxiù	excelente	excellent		优秀	False	0
3117	有劲儿	有勁兒	yǒu jìnr	fuerte; energético	strong; energetic		有劲儿	False	0
3118	有限	有限	yǒu xiàn	limitado; finito	limited; finite		有限	False	0
3119	有趣	有趣	yǒuqù	interesante	interesting		有趣	False	0
3120	幼儿园	幼兒園	yòu’éryuán	jardín de infancia	Kindergarten		幼儿园	False	0
3121	于是	於是	yúshì	por lo tanto	Therefore		于是	False	0
3122	语法	語法	yǔfǎ	gramática	grammar		语法	False	0
3123	玉	玉	yù	jade	jade		玉	False	0
3124	语音	語音	yǔ yīn	voz	voice		语音	False	0
3125	预订	預訂	yùdìng	libro; suscribirse	book; subscribe for		预订	False	0
3126	玉米	玉米	yùmǐ	maíz	Corn		玉米	False	0
3127	预测	預測	yù cè	pronóstico; pronóstico	forecast; prognosis		预测	False	0
3128	遇	遇	yù	encontrarse; encontrar	meet; encounter		遇	False	0
3129	遇见	遇見	yù jiàn	encontrarse; cruzar	meet; come across		遇见	False	0
3130	遇到	遇到	yùdào	encontrar	encounter		遇到	False	0
3131	原料	原料	yuánliào	materia prima	raw material		原料	False	0
3132	圆	圓	yuán	circular	circular		圆	False	0
3133	原则	原則	yuánzé	principio	Principle		原则	False	0
3134	圆满	圓滿	yuánmǎn	satisfactoriamente	Satisfactorily		圆满	False	0
3135	约会	約會	yuēhuì	fecha	Date		约会	False	0
3136	月底	月底	yuè dǐ	el final de un mes	the end of a month		月底	False	0
3137	运动会	運動會	yùn dòng huì	reunión deportiva	sports meeting		运动会	False	0
3138	阅读	閱讀	yuèdú	leer	Read		阅读	False	0
3139	运动员	運動員	yùn dòng yuán	atleta; deportista	athlete; sportsman		运动员	False	0
3140	运气	運氣	yùnqi	suerte	luck		运气	False	0
3141	运用	運用	yùnyòng	solicitud	Application		运用	False	0
3142	在乎	在乎	zàihu	preocuparse	care about		在乎	False	0
3143	再三	再三	zàisān	repetidamente	repeatedly		再三	False	0
3144	赞成	贊成	zànchéng	aceptar	agree		赞成	False	0
3145	在于	在於	zàiyú	descansar con	rest with		在于	False	0
3146	赞赏	讚賞	zàn shǎng	elogio; panegirizar; elogiar; admiración	praise; panegyrize; eulogize; admiration		赞赏	False	0
3147	赞助	贊助	zànzhù	patrocinador	Sponsor		赞助	False	0
3148	造型	造型	zàoxíng	estilo; modelado	style; modeling		造型	False	0
3149	战斗	戰鬥	zhàndòu	batalla	Battle		战斗	False	0
3150	战士	戰士	zhàn shì	guerrero; soldado; combatiente	warrior; soldier; fighter		战士	False	0
3151	战胜	戰勝	zhàn shèng	fracaso; conquistar	defeat; conquer		战胜	False	0
3152	战争	戰爭	zhànzhēng	guerra	War		战争	False	0
3153	丈夫	丈夫	zhàngfu	marido	husband		丈夫	False	0
3154	着	著	zhe	en proceso de	in process of		着	False	0
3155	招呼	招呼	zhāo hu	llamar; granizo; saludar; alegre	call; hail; greet; glad-hand		招呼	False	0
